"ID","run","bio_project","bio_sample","avg_spot_len","bases","bytes","center_name","experiment","instrument","library_name","library_layout","library_selection","library_source","organism","platform","release_date","create_date","version","sample_name","sra_study","bio_sample_model","collection_date","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","host","isolate","serotype","source_file_fasta"
173,"SRR28752618","PRJNA1102327","SAMN41019393",293,"745.17 M","239.98 Mb","USDA-NVSL","SRX24318026","Illumina iSeq 100","24-010354-004-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-004-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-004-original-300","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752618.fasta.gz"
174,"SRR28752619","PRJNA1102327","SAMN41019392",293,"88.03 M","27.99 Mb","USDA-NVSL","SRX24318025","Illumina iSeq 100","24-010354-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752619.fasta.gz"
175,"SRR28752620","PRJNA1102327","SAMN41019391",291,"54.42 M","17.71 Mb","USDA-NVSL","SRX24318024","Illumina iSeq 100","24-010354-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752620.fasta.gz"
176,"SRR28752621","PRJNA1102327","SAMN41019390",291,"110.95 M","35.20 Mb","USDA-NVSL","SRX24318023","Illumina iSeq 100","24-010354-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:12:00Z",1,"24-010354-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752621.fasta.gz"
177,"SRR28752622","PRJNA1102327","SAMN41019389",282,"34.40 M","10.87 Mb","USDA-NVSL","SRX24318022","Illumina iSeq 100","24-010331-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010331-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010331-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752622.fasta.gz"
178,"SRR28752623","PRJNA1102327","SAMN41019388",290,"669.08 M","215.65 Mb","USDA-NVSL","SRX24318021","Illumina iSeq 100","24-010330-013-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-013-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-013-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752623&display=metadata"
179,"SRR28752624","PRJNA1102327","SAMN41019199",293,"101.79 M","31.35 Mb","USDA-NVSL","SRX24318020","Illumina iSeq 100","24-008749-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008749-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752624.fasta.gz"
180,"SRR28752625","PRJNA1102327","SAMN41019387",294,"473.40 M","152.71 Mb","USDA-NVSL","SRX24318019","Illumina iSeq 100","24-010330-012-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-012-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-012-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752625&display=metadata"
181,"SRR28752626","PRJNA1102327","SAMN41019386",293,"693.57 M","221.25 Mb","USDA-NVSL","SRX24318018","Illumina iSeq 100","24-010330-011-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-011-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-011-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752626&display=metadata"
182,"SRR28752627","PRJNA1102327","SAMN41019385",293,"371.66 M","120.06 Mb","USDA-NVSL","SRX24318017","Illumina iSeq 100","24-010330-009-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-009-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-009-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752627&display=metadata"
183,"SRR28752628","PRJNA1102327","SAMN41019384",293,"69.37 M","22.12 Mb","USDA-NVSL","SRX24318016","Illumina iSeq 100","24-010330-008-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-008-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-008-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752628.fasta.gz"
184,"SRR28752629","PRJNA1102327","SAMN41019383",293,"51.17 M","16.39 Mb","USDA-NVSL","SRX24318015","Illumina iSeq 100","24-010330-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752629.fasta.gz"
185,"SRR28752630","PRJNA1102327","SAMN41019382",295,"446.36 M","143.79 Mb","USDA-NVSL","SRX24318014","Illumina iSeq 100","24-010330-006-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:14:00Z",1,"24-010330-006-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-006-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752630&display=metadata"
186,"SRR28752631","PRJNA1102327","SAMN41019381",289,"48.42 M","15.43 Mb","USDA-NVSL","SRX24318013","Illumina iSeq 100","24-010330-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752631.fasta.gz"
187,"SRR28752632","PRJNA1102327","SAMN41019380",293,"452.20 M","145.84 Mb","USDA-NVSL","SRX24318012","Illumina iSeq 100","24-010330-004-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-004-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-004-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752632&display=metadata"
188,"SRR28752633","PRJNA1102327","SAMN41019379",293,"70.23 M","22.28 Mb","USDA-NVSL","SRX24318011","Illumina iSeq 100","24-010330-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010330-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752633.fasta.gz"
189,"SRR28752634","PRJNA1102327","SAMN41019378",293,"830.93 M","265.32 Mb","USDA-NVSL","SRX24318010","Illumina iSeq 100","24-010330-002-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:14:00Z",1,"24-010330-002-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010330-002-original-300","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752634.fasta.gz"
190,"SRR28752635","PRJNA1102327","SAMN41019198",293,"103.59 M","31.62 Mb","USDA-NVSL","SRX24318009","Illumina iSeq 100","24-008749-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008749-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752635.fasta.gz"
191,"SRR28752636","PRJNA1102327","SAMN41019180",450,"43.62 M","22.58 Mb","USDA-NVSL","SRX24318008","Illumina MiSeq","24-005915-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-005915-001-original","SRP503016","Viral",2024,"USA","North America","USA","PEFA","24-005915-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752636.fasta.gz"
192,"SRR28752637","PRJNA1102327","SAMN41019377",292,"31.32 M","10.26 Mb","USDA-NVSL","SRX24318007","Illumina iSeq 100","24-010327-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:12:00Z",1,"24-010327-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010327-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752637.fasta.gz"
193,"SRR28752638","PRJNA1102327","SAMN41019376",292,"49.61 M","15.91 Mb","USDA-NVSL","SRX24318006","Illumina iSeq 100","24-010308-012-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010308-012-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-010308-012-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752638.fasta.gz"
194,"SRR28752639","PRJNA1102327","SAMN41019375",287,"35.68 M","11.44 Mb","USDA-NVSL","SRX24318005","Illumina iSeq 100","24-010308-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010308-007-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-010308-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752639.fasta.gz"
195,"SRR28752640","PRJNA1102327","SAMN41019374",293,"582.22 M","186.21 Mb","USDA-NVSL","SRX24318004","Illumina iSeq 100","24-010308-006-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010308-006-original-300","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-010308-006-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752640&display=metadata"
196,"SRR28752641","PRJNA1102327","SAMN41019373",294,"635.32 M","207.73 Mb","USDA-NVSL","SRX24318003","Illumina iSeq 100","24-010308-001-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:14:00Z",1,"24-010308-001-original-300","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-010308-001-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752641&display=metadata"
197,"SRR28752642","PRJNA1102327","SAMN41019372",287,"12.21 M","4.10 Mb","USDA-NVSL","SRX24318002","Illumina iSeq 100","24-010303-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010303-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010303-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752642.fasta.gz"
198,"SRR28752643","PRJNA1102327","SAMN41019371",293,"670.45 M","216.39 Mb","USDA-NVSL","SRX24318001","Illumina iSeq 100","24-010303-001-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:14:00Z",1,"24-010303-001-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010303-001-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752643&display=metadata"
199,"SRR28752644","PRJNA1102327","SAMN41019370",290,"48.85 M","14.92 Mb","USDA-NVSL","SRX24318000","Illumina iSeq 100","24-010195-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010195-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010195-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752644.fasta.gz"
200,"SRR28752645","PRJNA1102327","SAMN41019369",289,"58.29 M","17.78 Mb","USDA-NVSL","SRX24317999","Illumina iSeq 100","24-010194-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010194-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010194-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752645.fasta.gz"
201,"SRR28752646","PRJNA1102327","SAMN41019368",292,"75.55 M","23.07 Mb","USDA-NVSL","SRX24317998","Illumina iSeq 100","24-010193-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010193-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010193-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752646.fasta.gz"
202,"SRR28752647","PRJNA1102327","SAMN41019197",294,"53.20 M","15.82 Mb","USDA-NVSL","SRX24317997","Illumina iSeq 100","24-008749-002-v","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008749-002-v","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-002-v","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752647.fasta.gz"
203,"SRR28752648","PRJNA1102327","SAMN41019367",291,"63.71 M","19.29 Mb","USDA-NVSL","SRX24317996","Illumina iSeq 100","24-010193-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010193-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010193-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752648.fasta.gz"
204,"SRR28752649","PRJNA1102327","SAMN41019191",288,"106.97 M","32.77 Mb","USDA-NVSL","SRX24317995","Illumina iSeq 100","24-008356-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008356-001-original","SRP503016","Viral",2024,"USA","North America","USA","Grackle","24-008356-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752649.fasta.gz"
205,"SRR28752650","PRJNA1102327","SAMN41019307",449,"70.78 M","22.28 Mb","USDA-NVSL","SRX24317994","Illumina MiSeq","24-009367-018-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-018-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-018-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752650.fasta.gz"
206,"SRR28752651","PRJNA1102327","SAMN41019306",502,"74.31 M","23.27 Mb","USDA-NVSL","SRX24317993","Illumina MiSeq","24-009367-016-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-016-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-016-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752651.fasta.gz"
207,"SRR28752652","PRJNA1102327","SAMN41019305",502,"70.74 M","22.19 Mb","USDA-NVSL","SRX24317992","Illumina MiSeq","24-009367-014-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-014-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-014-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752652.fasta.gz"
208,"SRR28752653","PRJNA1102327","SAMN41019304",446,"37.97 M","17.54 Mb","USDA-NVSL","SRX24317991","Illumina MiSeq","24-009367-013-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-013-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-013-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752653.fasta.gz"
209,"SRR28752654","PRJNA1102327","SAMN41019303",485,"68.40 M","21.33 Mb","USDA-NVSL","SRX24317990","Illumina MiSeq","24-009367-012-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-012-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-012-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752654.fasta.gz"
210,"SRR28752655","PRJNA1102327","SAMN41019302",480,"98.81 M","30.84 Mb","USDA-NVSL","SRX24317989","Illumina MiSeq","24-009367-011-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-011-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-011-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752655.fasta.gz"
211,"SRR28752656","PRJNA1102327","SAMN41019301",477,"66.43 M","21.05 Mb","USDA-NVSL","SRX24317988","Illumina MiSeq","24-009367-010-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-010-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-010-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752656.fasta.gz"
212,"SRR28752657","PRJNA1102327","SAMN41019300",496,"60.91 M","19.03 Mb","USDA-NVSL","SRX24317987","Illumina MiSeq","24-009367-009-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-009-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-009-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752657.fasta.gz"
213,"SRR28752658","PRJNA1102327","SAMN41019299",465,"82.73 M","25.92 Mb","USDA-NVSL","SRX24317986","Illumina MiSeq","24-009367-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752658.fasta.gz"
214,"SRR28752659","PRJNA1102327","SAMN41019298",487,"84.66 M","26.32 Mb","USDA-NVSL","SRX24317985","Illumina MiSeq","24-009367-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752659.fasta.gz"
215,"SRR28752660","PRJNA1102327","SAMN41019190",292,"88.02 M","26.39 Mb","USDA-NVSL","SRX24317984","Illumina iSeq 100","24-008355-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:12:00Z",1,"24-008355-006-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-008355-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752660.fasta.gz"
216,"SRR28752661","PRJNA1102327","SAMN41019297",483,"91.03 M","28.50 Mb","USDA-NVSL","SRX24317983","Illumina MiSeq","24-009367-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752661.fasta.gz"
217,"SRR28752662","PRJNA1102327","SAMN41019296",491,"105.14 M","32.88 Mb","USDA-NVSL","SRX24317982","Illumina MiSeq","24-009367-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752662.fasta.gz"
218,"SRR28752663","PRJNA1102327","SAMN41019295",291,"44.21 M","15.36 Mb","USDA-NVSL","SRX24317981","Illumina iSeq 100","24-009367-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752663.fasta.gz"
219,"SRR28752664","PRJNA1102327","SAMN41019294",291,"47.68 M","16.43 Mb","USDA-NVSL","SRX24317980","Illumina iSeq 100","24-009367-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009367-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009367-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752664.fasta.gz"
220,"SRR28752665","PRJNA1102327","SAMN41019293",483,"90.00 M","27.95 Mb","USDA-NVSL","SRX24317979","Illumina MiSeq","24-009311-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009311-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cat","24-009311-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752665.fasta.gz"
221,"SRR28752666","PRJNA1102327","SAMN41019292",473,"110.67 M","34.21 Mb","USDA-NVSL","SRX24317978","Illumina MiSeq","24-009311-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009311-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cat","24-009311-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752666.fasta.gz"
222,"SRR28752667","PRJNA1102327","SAMN41019291",448,"115.30 M","58.99 Mb","USDA-NVSL","SRX24317977","Illumina MiSeq","24-009310-010-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009310-010-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009310-010-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752667.fasta.gz"
223,"SRR28752668","PRJNA1102327","SAMN41019290",504,"107.94 M","33.77 Mb","USDA-NVSL","SRX24317976","Illumina MiSeq","24-009310-007-original-repeat","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009310-007-original-repeat","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009310-007-original-repeat","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752668.fasta.gz"
224,"SRR28752669","PRJNA1102327","SAMN41019289",294,"52.70 M","16.91 Mb","USDA-NVSL","SRX24317975","Illumina iSeq 100","24-009310-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009310-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009310-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752669.fasta.gz"
225,"SRR28752670","PRJNA1102327","SAMN41019288",293,"37.46 M","12.01 Mb","USDA-NVSL","SRX24317974","Illumina iSeq 100","24-009310-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009310-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009310-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752670.fasta.gz"
226,"SRR28752671","PRJNA1102327","SAMN41019189",387,"47.24 M","30.69 Mb","USDA-NVSL","SRX24317973","Illumina MiSeq","24-008355-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008355-005-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-008355-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752671.fasta.gz"
227,"SRR28752672","PRJNA1102327","SAMN41019287",480,"69.27 M","21.56 Mb","USDA-NVSL","SRX24317972","Illumina MiSeq","24-009309-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009309-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009309-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752672.fasta.gz"
228,"SRR28752673","PRJNA1102327","SAMN41019286",294,"51.32 M","16.25 Mb","USDA-NVSL","SRX24317971","Illumina iSeq 100","24-009309-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009309-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009309-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752673.fasta.gz"
229,"SRR28752674","PRJNA1102327","SAMN41019285",294,"45.93 M","14.53 Mb","USDA-NVSL","SRX24317970","Illumina iSeq 100","24-009309-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009309-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009309-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752674.fasta.gz"
230,"SRR28752675","PRJNA1102327","SAMN41019284",496,"94.01 M","29.44 Mb","USDA-NVSL","SRX24317969","Illumina MiSeq","24-009308-008-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009308-008-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009308-008-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752675.fasta.gz"
